# memory size (bytes)	cycles
2150000	10937
2151000	10937
2152000	10937
2153000	10937
2154000	10937
2155000	10937
2156000	10937
2157000	10937
2158000	10937
2159000	10937
2160000	10937
2161000	10937
2162000	10937
2163000	10937
2164000	10937
2165000	10937
2166000	10937
2167000	10937
2168000	12500
2169000	10937
2170000	10937
2171000	10937
2172000	10937
2173000	10937
2174000	10937
2175000	10937
2176000	10937
2177000	10937
2178000	10937
2179000	10937
2180000	10937
2181000	10937
2182000	10937
2183000	10937
2184000	10937
2185000	10937
2186000	12500
2187000	10937
2188000	10937
2189000	10937
2190000	10937
2191000	10937
2192000	10937
2193000	10937
2194000	12500
2195000	10937
2196000	10937
2197000	12500
2198000	10937
2199000	10937
2200000	12500
2201000	10937
2202000	10937
2203000	10937
2204000	10937
2205000	12500
2206000	10937
2207000	10937
2208000	10937
2209000	10937
2210000	12500
2211000	10937
2212000	10937
2213000	10937
2214000	10937
2215000	10937
2216000	12500
2217000	10937
2218000	10937
2219000	10937
2220000	10937
2221000	12500
2222000	10937
2223000	10937
2224000	12500
2225000	10937
2226000	10937
2227000	12500
2228000	10937
2229000	12500
2230000	10937
2231000	10937
2232000	10937
2233000	12500
2234000	10937
2235000	10937
2236000	10937
2237000	12500
2238000	10937
2239000	12500
2240000	10937
2241000	10937
2242000	12500
2243000	10937
2244000	10937
2245000	10937
2246000	12500
2247000	10937
2248000	12500
2249000	10937
2250000	12500
2251000	10937
2252000	10937
2253000	12500
2254000	10937
2255000	10937
2256000	12500
2257000	10937
2258000	12500
2259000	10937
2260000	12500
2261000	10937
2262000	12500
2263000	10937
2264000	12500
2265000	10937
2266000	12500
2267000	10937
2268000	12500
2269000	10937
2270000	12500
2271000	10937
2272000	12500
2273000	12500
2274000	10937
2275000	12500
2276000	10937
2277000	12500
2278000	10937
2279000	12500
2280000	10937
2281000	12500
2282000	10937
2283000	12500
2284000	10937
2285000	12500
2286000	10937
2287000	12500
2288000	10937
2289000	10937
2290000	12500
2291000	10937
2292000	12500
2293000	12500
2294000	10937
2295000	12500
2296000	10937
2297000	10937
2298000	12500
2299000	10937
2300000	12500
2301000	10937
2302000	12500
2303000	10937
2304000	12500
2305000	10937
2306000	12500
2307000	9375
2308000	12500
2309000	10937
2310000	12500
2311000	10937
2312000	12500
2313000	10937
2314000	12500
2315000	10937
2316000	12500
2317000	10937
2318000	12500
2319000	12500
2320000	12500
2321000	10937
2322000	12500
2323000	12500
2324000	10937
2325000	12500
2326000	12500
2327000	12500
2328000	12500
2329000	12500
2330000	10937
2331000	12500
2332000	12500
2333000	12500
2334000	10937
2335000	14062
2336000	10937
2337000	12500
2338000	12500
2339000	12500
2340000	10937
2341000	12500
2342000	12500
2343000	10937
2344000	12500
2345000	10937
2346000	12500
2347000	12500
2348000	10937
2349000	12500
2350000	10937
2351000	12500
2352000	12500
2353000	10937
2354000	12500
2355000	10937
2356000	12500
2357000	12500
2358000	10937
2359000	12500
2360000	12500
2361000	10937
2362000	12500
2363000	12500
2364000	10937
2365000	10937
2366000	12500
2367000	10937
2368000	12500
2369000	12500
2370000	10937
2371000	12500
2372000	12500
2373000	10937
2374000	12500
2375000	12500
2376000	10937
2377000	12500
2378000	12500
2379000	12500
2380000	12500
2381000	12500
2382000	12500
2383000	10937
2384000	14062
2385000	10937
2386000	12500
2387000	12500
2388000	12500
2389000	12500
2390000	12500
2391000	12500
2392000	12500
2393000	12500
2394000	12500
2395000	12500
2396000	12500
2397000	12500
2398000	12500
2399000	10937
2400000	12500
2401000	12500
2402000	12500
2403000	12500
2404000	12500
2405000	12500
2406000	12500
2407000	12500
2408000	12500
2409000	10937
2410000	12500
2411000	12500
2412000	12500
2413000	12500
2414000	10937
2415000	12500
2416000	12500
2417000	12500
2418000	12500
2419000	10937
2420000	12500
2421000	12500
2422000	12500
2423000	12500
2424000	12500
2425000	12500
2426000	12500
2427000	12500
2428000	10937
2429000	12500
2430000	12500
2431000	12500
2432000	12500
2433000	12500
2434000	12500
2435000	12500
2436000	12500
2437000	12500
2438000	14062
2439000	10937
2440000	12500
2441000	12500
2442000	12500
2443000	12500
2444000	12500
2445000	12500
2446000	12500
2447000	12500
2448000	12500
2449000	12500
2450000	12500
2451000	12500
2452000	12500
2453000	12500
2454000	14062
2455000	12500
2456000	12500
2457000	12500
2458000	12500
2459000	12500
2460000	12500
2461000	12500
2462000	12500
2463000	12500
2464000	12500
2465000	14062
2466000	12500
2467000	12500
2468000	12500
2469000	12500
2470000	14062
2471000	12500
2472000	10937
2473000	14062
2474000	10937
2475000	12500
2476000	14062
2477000	12500
2478000	12500
2479000	12500
2480000	12500
2481000	14062
2482000	12500
2483000	12500
2484000	12500
2485000	12500
2486000	14062
2487000	12500
2488000	12500
2489000	12500
2490000	12500
2491000	12500
2492000	12500
2493000	12500
2494000	12500
2495000	12500
2496000	14062
2497000	12500
2498000	12500
2499000	12500
2500000	12500
2501000	12500
2502000	12500
2503000	12500
2504000	12500
2505000	12500
2506000	14062
2507000	12500
2508000	12500
2509000	12500
2510000	12500
2511000	12500
2512000	12500
2513000	14062
2514000	12500
2515000	12500
2516000	12500
2517000	12500
2518000	12500
2519000	14062
2520000	12500
2521000	14062
2522000	12500
2523000	12500
2524000	14062
2525000	12500
2526000	12500
2527000	12500
2528000	14062
2529000	12500
2530000	12500
2531000	12500
2532000	14062
2533000	12500
2534000	12500
2535000	12500
2536000	12500
2537000	14062
2538000	12500
2539000	14062
2540000	12500
2541000	14062
2542000	12500
2543000	14062
2544000	12500
2545000	12500
2546000	14062
2547000	12500
2548000	14062
2549000	12500
2550000	12500
2551000	14062
2552000	12500
2553000	14062
2554000	12500
2555000	14062
2556000	12500
2557000	12500
2558000	14062
2559000	12500
2560000	12500
2561000	14062
2562000	12500
2563000	12500
2564000	14062
2565000	12500
2566000	12500
2567000	12500
2568000	14062
2569000	12500
2570000	14062
2571000	12500
2572000	14062
2573000	14062
2574000	12500
2575000	12500
2576000	14062
2577000	12500
2578000	14062
2579000	12500
2580000	14062
2581000	12500
2582000	14062
2583000	12500
2584000	14062
2585000	12500
2586000	14062
2587000	12500
2588000	14062
2589000	12500
2590000	14062
2591000	12500
2592000	12500
2593000	14062
2594000	12500
2595000	14062
2596000	12500
2597000	14062
2598000	14062
2599000	12500
2600000	14062
2601000	12500
2602000	14062
2603000	12500
2604000	14062
2605000	14062
2606000	14062
2607000	10937
2608000	14062
2609000	12500
2610000	14062
2611000	14062
2612000	12500
2613000	14062
2614000	14062
2615000	12500
2616000	14062
2617000	12500
2618000	14062
2619000	12500
2620000	12500
2621000	14062
2622000	12500
2623000	14062
2624000	14062
2625000	12500
2626000	14062
2627000	14062
2628000	12500
2629000	14062
2630000	12500
2631000	14062
2632000	12500
2633000	14062
2634000	14062
2635000	14062
2636000	12500
2637000	14062
2638000	14062
2639000	14062
2640000	14062
2641000	12500
2642000	14062
2643000	14062
2644000	14062
2645000	14062
2646000	14062
2647000	14062
2648000	14062
2649000	12500
2650000	14062
2651000	14062
2652000	14062
2653000	14062
2654000	12500
2655000	14062
2656000	14062
2657000	14062
2658000	12500
2659000	14062
2660000	14062
2661000	14062
2662000	12500
2663000	14062
2664000	14062
2665000	14062
2666000	14062
2667000	14062
2668000	12500
2669000	14062
2670000	14062
2671000	14062
2672000	14062
2673000	14062
2674000	14062
2675000	14062
2676000	12500
2677000	12500
2678000	14062
2679000	14062
2680000	14062
2681000	14062
2682000	12500
2683000	14062
2684000	14062
2685000	14062
2686000	14062
2687000	14062
2688000	12500
2689000	12500
2690000	14062
2691000	14062
2692000	14062
2693000	14062
2694000	14062
2695000	14062
2696000	14062
2697000	14062
2698000	12500
2699000	14062
2700000	14062
2701000	14062
2702000	14062
2703000	12500
2704000	14062
2705000	14062
2706000	14062
2707000	14062
2708000	14062
2709000	14062
2710000	14062
2711000	14062
2712000	14062
2713000	14062
2714000	14062
2715000	12500
2716000	14062
2717000	14062
2718000	14062
2719000	14062
2720000	14062
2721000	14062
2722000	14062
2723000	14062
2724000	14062
2725000	14062
2726000	14062
2727000	14062
2728000	14062
2729000	14062
2730000	14062
2731000	14062
2732000	14062
2733000	14062
2734000	14062
2735000	12500
2736000	14062
2737000	14062
2738000	14062
2739000	14062
2740000	14062
2741000	14062
2742000	12500
2743000	14062
2744000	14062
2745000	14062
2746000	14062
2747000	14062
2748000	14062
2749000	14062
2750000	14062
2751000	14062
2752000	14062
2753000	14062
2754000	14062
2755000	14062
2756000	14062
2757000	14062
2758000	14062
2759000	14062
2760000	14062
2761000	14062
2762000	14062
2763000	14062
2764000	14062
2765000	15625
2766000	14062
2767000	14062
2768000	14062
2769000	14062
2770000	15625
2771000	14062
2772000	14062
2773000	14062
2774000	14062
2775000	15625
2776000	14062
2777000	14062
2778000	14062
2779000	15625
2780000	14062
2781000	14062
2782000	14062
2783000	15625
2784000	14062
2785000	14062
2786000	14062
2787000	15625
2788000	14062
2789000	14062
2790000	14062
2791000	14062
2792000	14062
2793000	14062
2794000	14062
2795000	14062
2796000	14062
2797000	14062
2798000	14062
2799000	14062
2800000	15625
2801000	14062
2802000	14062
2803000	14062
2804000	14062
2805000	15625
2806000	14062
2807000	14062
2808000	14062
2809000	14062
2810000	14062
2811000	15625
2812000	14062
2813000	14062
2814000	14062
2815000	15625
2816000	14062
2817000	15625
2818000	14062
2819000	14062
2820000	15625
2821000	14062
2822000	14062
2823000	14062
2824000	15625
2825000	14062
2826000	14062
2827000	14062
2828000	15625
2829000	14062
2830000	14062
2831000	15625
2832000	14062
2833000	14062
2834000	14062
2835000	14062
2836000	14062
2837000	15625
2838000	14062
2839000	14062
2840000	14062
2841000	15625
2842000	15625
2843000	14062
2844000	15625
2845000	14062
2846000	15625
2847000	14062
2848000	15625
2849000	15625
2850000	14062
2851000	15625
2852000	14062
2853000	15625
2854000	14062
2855000	15625
2856000	14062
2857000	15625
2858000	15625
2859000	14062
2860000	15625
2861000	15625
2862000	14062
2863000	15625
2864000	14062
2865000	15625
2866000	14062
2867000	15625
2868000	15625
2869000	15625
2870000	15625
2871000	15625
2872000	14062
2873000	15625
2874000	14062
2875000	15625
2876000	15625
2877000	14062
2878000	15625
2879000	14062
2880000	14062
2881000	15625
2882000	14062
2883000	15625
2884000	14062
2885000	15625
2886000	15625
2887000	14062
2888000	15625
2889000	15625
2890000	14062
2891000	14062
2892000	15625
2893000	15625
2894000	14062
2895000	14062
2896000	15625
2897000	14062
2898000	15625
2899000	14062
2900000	15625
2901000	15625
2902000	14062
2903000	15625
2904000	14062
2905000	15625
2906000	15625
2907000	15625
2908000	14062
2909000	15625
2910000	15625
2911000	14062
2912000	15625
2913000	14062
2914000	15625
2915000	14062
2916000	15625
2917000	14062
2918000	15625
2919000	15625
2920000	14062
2921000	15625
2922000	15625
2923000	15625
2924000	15625
2925000	15625
2926000	15625
2927000	15625
2928000	14062
2929000	15625
2930000	15625
2931000	15625
2932000	15625
2933000	14062
2934000	15625
2935000	15625
2936000	15625
2937000	15625
2938000	15625
2939000	14062
2940000	15625
2941000	15625
2942000	15625
2943000	15625
2944000	15625
2945000	15625
2946000	15625
2947000	15625
2948000	15625
2949000	15625
2950000	15625
2951000	15625
2952000	15625
2953000	15625
2954000	15625
2955000	15625
2956000	15625
2957000	15625
2958000	15625
2959000	15625
2960000	15625
2961000	15625
2962000	15625
2963000	15625
2964000	15625
2965000	15625
2966000	15625
2967000	15625
2968000	15625
2969000	17187
2970000	15625
2971000	15625
2972000	15625
2973000	15625
2974000	15625
2975000	15625
2976000	15625
2977000	15625
2978000	15625
2979000	15625
2980000	15625
2981000	15625
2982000	15625
2983000	15625
2984000	15625
2985000	15625
2986000	15625
2987000	17187
2988000	15625
2989000	15625
2990000	15625
2991000	15625
2992000	15625
2993000	15625
2994000	15625
2995000	15625
2996000	15625
2997000	15625
2998000	15625
2999000	15625
3000000	14062
3001000	15625
3002000	15625
3003000	15625
3004000	14062
3005000	15625
3006000	15625
3007000	15625
3008000	17187
3009000	15625
3010000	15625
3011000	15625
3012000	15625
3013000	14062
3014000	15625
3015000	15625
3016000	15625
3017000	15625
3018000	17187
3019000	15625
3020000	15625
3021000	15625
3022000	17187
3023000	15625
3024000	14062
3025000	17187
3026000	15625
3027000	15625
3028000	15625
3029000	15625
3030000	15625
3031000	15625
3032000	15625
3033000	15625
3034000	15625
3035000	15625
3036000	15625
3037000	15625
3038000	15625
3039000	17187
3040000	15625
3041000	15625
3042000	15625
3043000	15625
3044000	15625
3045000	15625
3046000	17187
3047000	15625
3048000	15625
3049000	15625
3050000	15625
3051000	15625
3052000	15625
3053000	17187
3054000	15625
3055000	15625
3056000	15625
3057000	15625
3058000	15625
3059000	17187
3060000	15625
3061000	15625
3062000	15625
3063000	15625
3064000	15625
3065000	15625
3066000	15625
3067000	15625
3068000	15625
3069000	17187
3070000	15625
3071000	15625
3072000	15625
3073000	15625
3074000	15625
3075000	15625
3076000	15625
3077000	15625
3078000	15625
3079000	15625
3080000	15625
3081000	15625
3082000	15625
3083000	15625
3084000	15625
3085000	15625
3086000	15625
3087000	15625
3088000	15625
3089000	15625
3090000	17187
3091000	15625
3092000	15625
3093000	17187
3094000	17187
3095000	15625
3096000	15625
3097000	15625
3098000	15625
3099000	17187
3100000	15625
3101000	15625
3102000	17187
3103000	15625
3104000	15625
3105000	17187
3106000	15625
3107000	15625
3108000	15625
3109000	15625
3110000	17187
3111000	15625
3112000	15625
3113000	15625
3114000	15625
3115000	15625
3116000	15625
3117000	17187
3118000	15625
3119000	15625
3120000	17187
3121000	15625
3122000	15625
3123000	15625
3124000	17187
3125000	15625
3126000	15625
3127000	15625
3128000	17187
3129000	15625
3130000	15625
3131000	17187
3132000	15625
3133000	17187
3134000	15625
3135000	17187
3136000	15625
3137000	15625
3138000	15625
3139000	17187
3140000	15625
3141000	15625
3142000	17187
3143000	15625
3144000	17187
3145000	15625
3146000	17187
3147000	15625
3148000	15625
3149000	17187
3150000	15625
3151000	17187
3152000	15625
3153000	17187
3154000	15625
3155000	17187
3156000	15625
3157000	17187
3158000	15625
3159000	17187
3160000	15625
3161000	17187
3162000	15625
3163000	17187
3164000	15625
3165000	17187
3166000	15625
3167000	15625
3168000	15625
3169000	17187
3170000	15625
3171000	15625
3172000	17187
3173000	15625
3174000	15625
3175000	15625
3176000	17187
3177000	17187
3178000	15625
3179000	15625
3180000	17187
3181000	17187
3182000	15625
3183000	17187
3184000	15625
3185000	15625
3186000	17187
3187000	15625
3188000	17187
3189000	15625
3190000	17187
3191000	15625
3192000	17187
3193000	17187
3194000	15625
3195000	17187
3196000	17187
3197000	15625
3198000	17187
3199000	17187
3200000	15625
3201000	17187
3202000	15625
3203000	17187
3204000	17187
3205000	15625
3206000	17187
3207000	15625
3208000	15625
3209000	17187
3210000	17187
3211000	15625
3212000	17187
3213000	17187
3214000	15625
3215000	17187
3216000	15625
3217000	17187
3218000	15625
3219000	17187
3220000	15625
3221000	17187
3222000	15625
3223000	17187
3224000	17187
3225000	17187
3226000	15625
3227000	15625
3228000	17187
3229000	15625
3230000	17187
3231000	15625
3232000	17187
3233000	15625
3234000	17187
3235000	17187
3236000	17187
3237000	15625
3238000	17187
3239000	17187
3240000	15625
3241000	17187
3242000	15625
3243000	17187
3244000	17187
3245000	17187
3246000	15625
3247000	17187
3248000	17187
3249000	17187
3250000	15625
3251000	17187
3252000	17187
3253000	17187
3254000	17187
3255000	17187
3256000	15625
3257000	17187
3258000	17187
3259000	15625
3260000	17187
3261000	17187
3262000	15625
3263000	17187
3264000	17187
3265000	15625
3266000	17187
3267000	17187
3268000	15625
3269000	17187
3270000	15625
3271000	17187
3272000	17187
3273000	15625
3274000	17187
3275000	15625
3276000	17187
3277000	17187
3278000	15625
3279000	17187
3280000	17187
3281000	17187
3282000	15625
3283000	17187
3284000	17187
3285000	17187
3286000	17187
3287000	17187
3288000	17187
3289000	17187
3290000	17187
3291000	17187
3292000	15625
3293000	17187
3294000	17187
3295000	17187
3296000	17187
3297000	15625
3298000	17187
3299000	17187
3300000	15625
3301000	17187
3302000	17187
3303000	17187
3304000	15625
3305000	17187
3306000	17187
3307000	15625
3308000	17187
3309000	17187
3310000	15625
3311000	17187
3312000	17187
3313000	17187
3314000	17187
3315000	17187
3316000	17187
3317000	17187
3318000	17187
3319000	15625
3320000	17187
3321000	17187
3322000	17187
3323000	17187
3324000	15625
3325000	17187
3326000	17187
3327000	17187
3328000	17187
3329000	17187
3330000	17187
3331000	15625
3332000	17187
3333000	17187
3334000	17187
3335000	17187
3336000	18750
3337000	17187
3338000	17187
3339000	17187
3340000	15625
3341000	18750
3342000	17187
3343000	17187
3344000	17187
3345000	17187
3346000	15625
3347000	17187
3348000	17187
3349000	17187
3350000	17187
3351000	17187
3352000	17187
3353000	17187
3354000	17187
3355000	17187
3356000	17187
3357000	17187
3358000	17187
3359000	18750
3360000	17187
3361000	17187
3362000	17187
3363000	17187
3364000	17187
3365000	18750
3366000	17187
3367000	17187
3368000	17187
3369000	17187
3370000	18750
3371000	17187
3372000	17187
3373000	17187
3374000	17187
3375000	17187
3376000	17187
3377000	17187
3378000	17187
3379000	18750
3380000	17187
3381000	17187
3382000	17187
3383000	17187
3384000	17187
3385000	17187
3386000	18750
3387000	17187
3388000	17187
3389000	18750
3390000	17187
3391000	17187
3392000	17187
3393000	18750
3394000	17187
3395000	17187
3396000	17187
3397000	17187
3398000	17187
3399000	17187
3400000	17187
3401000	18750
3402000	17187
3403000	17187
3404000	18750
3405000	17187
3406000	17187
3407000	18750
3408000	17187
3409000	17187
3410000	17187
3411000	17187
3412000	18750
3413000	17187
3414000	17187
3415000	17187
3416000	18750
3417000	17187
3418000	17187
3419000	17187
3420000	18750
3421000	17187
3422000	17187
3423000	18750
3424000	17187
3425000	17187
3426000	18750
3427000	17187
3428000	18750
3429000	17187
3430000	18750
3431000	17187
3432000	17187
3433000	18750
3434000	17187
3435000	17187
3436000	18750
3437000	17187
3438000	18750
3439000	17187
3440000	17187
3441000	17187
3442000	18750
3443000	17187
3444000	17187
3445000	17187
3446000	17187
3447000	17187
3448000	18750
3449000	17187
3450000	17187
3451000	17187
3452000	17187
3453000	17187
3454000	18750
3455000	17187
3456000	18750
3457000	17187
3458000	17187
3459000	18750
3460000	17187
3461000	17187
3462000	17187
3463000	18750
3464000	17187
3465000	17187
3466000	18750
3467000	17187
3468000	17187
3469000	17187
3470000	18750
3471000	17187
3472000	17187
3473000	18750
3474000	17187
3475000	17187
3476000	18750
3477000	17187
3478000	18750
3479000	17187
3480000	18750
3481000	17187
3482000	17187
3483000	17187
3484000	17187
3485000	17187
3486000	18750
3487000	17187
3488000	18750
3489000	18750
3490000	18750
3491000	17187
3492000	18750
3493000	17187
3494000	18750
3495000	17187
3496000	18750
3497000	17187
3498000	18750
3499000	17187
3500000	17187
3501000	18750
3502000	17187
3503000	17187
3504000	18750
3505000	18750
3506000	17187
3507000	18750
3508000	17187
3509000	18750
3510000	17187
3511000	18750
3512000	17187
3513000	18750
3514000	18750
3515000	17187
3516000	18750
3517000	17187
3518000	18750
3519000	17187
3520000	18750
3521000	18750
3522000	17187
3523000	17187
3524000	18750
3525000	17187
3526000	17187
3527000	18750
3528000	18750
3529000	17187
3530000	18750
3531000	18750
3532000	17187
3533000	18750
3534000	17187
3535000	18750
3536000	17187
3537000	18750
3538000	17187
3539000	17187
3540000	18750
3541000	17187
3542000	18750
3543000	17187
3544000	18750
3545000	18750
3546000	17187
3547000	18750
3548000	17187
3549000	18750
3550000	17187
3551000	18750
3552000	17187
3553000	18750
3554000	18750
3555000	17187
3556000	18750
3557000	18750
3558000	18750
3559000	17187
3560000	18750
3561000	18750
3562000	17187
3563000	18750
3564000	18750
3565000	17187
3566000	18750
3567000	17187
3568000	18750
3569000	18750
3570000	18750
3571000	18750
3572000	17187
3573000	18750
3574000	18750
3575000	18750
3576000	18750
3577000	17187
3578000	18750
3579000	17187
3580000	18750
3581000	18750
3582000	17187
3583000	18750
3584000	17187
3585000	18750
3586000	18750
3587000	18750
3588000	18750
3589000	18750
3590000	17187
3591000	18750
3592000	18750
3593000	17187
3594000	17187
3595000	18750
3596000	17187
3597000	18750
3598000	18750
3599000	18750
3600000	18750
3601000	18750
3602000	17187
3603000	18750
3604000	18750
3605000	18750
3606000	18750
3607000	17187
3608000	18750
3609000	18750
3610000	18750
3611000	18750
3612000	18750
3613000	18750
3614000	17187
3615000	18750
3616000	18750
3617000	17187
3618000	18750
3619000	18750
3620000	18750
3621000	18750
3622000	18750
3623000	18750
3624000	18750
3625000	18750
3626000	17187
3627000	18750
3628000	18750
3629000	18750
3630000	17187
3631000	18750
3632000	18750
3633000	18750
3634000	18750
3635000	17187
3636000	20312
3637000	18750
3638000	18750
3639000	18750
3640000	18750
3641000	18750
3642000	17187
3643000	18750
3644000	18750
3645000	18750
3646000	20312
3647000	18750
3648000	17187
3649000	18750
3650000	17187
3651000	18750
3652000	20312
3653000	18750
3654000	18750
3655000	18750
3656000	18750
3657000	18750
3658000	18750
3659000	18750
3660000	20312
3661000	18750
3662000	18750
3663000	18750
3664000	18750
3665000	18750
3666000	18750
3667000	18750
3668000	20312
3669000	18750
3670000	18750
3671000	18750
3672000	18750
3673000	18750
3674000	18750
3675000	18750
3676000	18750
3677000	20312
3678000	18750
3679000	18750
3680000	18750
3681000	20312
3682000	18750
3683000	18750
3684000	18750
3685000	18750
3686000	18750
3687000	18750
3688000	20312
3689000	17187
3690000	20312
3691000	18750
3692000	18750
3693000	18750
3694000	18750
3695000	18750
3696000	18750
3697000	18750
3698000	18750
3699000	20312
3700000	17187
3701000	20312
3702000	18750
3703000	18750
3704000	20312
3705000	18750
3706000	18750
3707000	18750
3708000	18750
3709000	18750
3710000	20312
3711000	18750
3712000	18750
3713000	20312
3714000	18750
3715000	18750
3716000	18750
3717000	20312
3718000	18750
3719000	18750
3720000	18750
3721000	18750
3722000	20312
3723000	18750
3724000	18750
3725000	18750
3726000	18750
3727000	17187
3728000	18750
3729000	18750
3730000	20312
3731000	23437
3732000	18750
3733000	18750
3734000	20312
3735000	20312
3736000	18750
3737000	20312
3738000	18750
3739000	18750
3740000	18750
3741000	20312
3742000	18750
3743000	18750
3744000	18750
3745000	18750
3746000	18750
3747000	20312
3748000	18750
3749000	20312
3750000	18750
3751000	18750
3752000	20312
3753000	18750
3754000	18750
3755000	18750
3756000	18750
3757000	18750
3758000	20312
3759000	18750
3760000	18750
3761000	18750
3762000	20312
3763000	18750
3764000	20312
3765000	18750
3766000	18750
3767000	20312
3768000	18750
3769000	20312
3770000	18750
3771000	20312
3772000	18750
3773000	20312
3774000	18750
3775000	20312
3776000	18750
3777000	20312
3778000	18750
3779000	18750
3780000	18750
3781000	20312
3782000	18750
3783000	18750
3784000	18750
3785000	20312
3786000	18750
3787000	18750
3788000	20312
3789000	18750
3790000	18750
3791000	20312
3792000	18750
3793000	20312
3794000	18750
3795000	20312
3796000	20312
3797000	18750
3798000	20312
3799000	18750
3800000	20312
3801000	18750
3802000	18750
3803000	20312
3804000	18750
3805000	18750
3806000	20312
3807000	18750
3808000	18750
3809000	20312
3810000	18750
3811000	20312
3812000	20312
3813000	18750
3814000	20312
3815000	18750
3816000	20312
3817000	18750
3818000	20312
3819000	18750
3820000	20312
3821000	18750
3822000	18750
3823000	20312
3824000	20312
3825000	20312
3826000	18750
3827000	20312
3828000	20312
3829000	18750
3830000	20312
3831000	20312
3832000	20312
3833000	20312
3834000	20312
3835000	20312
3836000	20312
3837000	20312
3838000	20312
3839000	18750
3840000	20312
3841000	20312
3842000	20312
3843000	20312
3844000	20312
3845000	20312
3846000	20312
3847000	20312
3848000	18750
3849000	20312
3850000	20312
3851000	20312
3852000	20312
3853000	20312
3854000	20312
3855000	18750
3856000	20312
3857000	20312
3858000	20312
3859000	20312
3860000	20312
3861000	18750
3862000	20312
3863000	20312
3864000	20312
3865000	20312
3866000	20312
3867000	20312
3868000	20312
3869000	21875
3870000	20312
3871000	20312
3872000	20312
3873000	18750
3874000	20312
3875000	21875
3876000	20312
3877000	20312
3878000	20312
3879000	20312
3880000	20312
3881000	18750
3882000	21875
3883000	20312
3884000	20312
3885000	20312
3886000	20312
3887000	20312
3888000	20312
3889000	20312
3890000	20312
3891000	20312
3892000	20312
3893000	21875
3894000	18750
3895000	20312
3896000	21875
3897000	20312
3898000	20312
3899000	20312
3900000	20312
3901000	20312
3902000	20312
3903000	20312
3904000	20312
3905000	20312
3906000	20312
3907000	20312
3908000	21875
3909000	20312
3910000	20312
3911000	18750
3912000	21875
3913000	20312
3914000	20312
3915000	20312
3916000	20312
3917000	20312
3918000	21875
3919000	20312
3920000	20312
3921000	20312
3922000	21875
3923000	20312
3924000	20312
3925000	20312
3926000	20312
3927000	20312
3928000	20312
3929000	20312
3930000	20312
3931000	20312
3932000	20312
3933000	20312
3934000	20312
3935000	20312
3936000	18750
3937000	20312
3938000	20312
3939000	20312
3940000	20312
3941000	20312
3942000	20312
3943000	20312
3944000	20312
3945000	18750
3946000	18750
3947000	20312
3948000	20312
3949000	20312
3950000	20312
3951000	20312
3952000	21875
3953000	20312
3954000	20312
3955000	20312
3956000	20312
3957000	20312
3958000	18750
3959000	20312
3960000	20312
3961000	20312
3962000	20312
3963000	20312
3964000	18750
3965000	20312
3966000	20312
3967000	21875
3968000	18750
3969000	20312
3970000	20312
3971000	20312
3972000	20312
3973000	20312
3974000	20312
3975000	18750
3976000	21875
3977000	20312
3978000	20312
3979000	20312
3980000	21875
3981000	20312
3982000	20312
3983000	21875
3984000	20312
3985000	20312
3986000	21875
3987000	20312
3988000	20312
3989000	21875
3990000	20312
3991000	20312
3992000	21875
3993000	21875
3994000	20312
3995000	21875
3996000	20312
3997000	20312
3998000	21875
3999000	21875
4000000	20312
4001000	20312
4002000	21875
4003000	20312
4004000	21875
4005000	21875
4006000	20312
4007000	23437
4008000	23437
4009000	21875
4010000	21875
4011000	20312
4012000	21875
4013000	21875
4014000	21875
4015000	23437
4016000	20312
4017000	21875
4018000	20312
4019000	21875
4020000	21875
4021000	21875
4022000	21875
4023000	20312
4024000	21875
4025000	20312
4026000	21875
4027000	20312
4028000	21875
4029000	21875
4030000	21875
4031000	20312
4032000	20312
4033000	20312
4034000	21875
4035000	20312
4036000	21875
4037000	20312
4038000	21875
4039000	20312
4040000	21875
4041000	20312
4042000	21875
4043000	20312
4044000	20312
4045000	21875
4046000	20312
4047000	21875
4048000	20312
4049000	21875
4050000	21875
4051000	23437
4052000	21875
4053000	20312
4054000	20312
4055000	21875
4056000	20312
4057000	21875
4058000	21875
4059000	23437
4060000	21875
4061000	21875
4062000	21875
4063000	20312
4064000	21875
4065000	21875
4066000	20312
4067000	21875
4068000	21875
4069000	20312
4070000	21875
4071000	21875
4072000	21875
4073000	21875
4074000	20312
4075000	21875
4076000	20312
4077000	21875
4078000	21875
4079000	21875
4080000	21875
4081000	20312
4082000	21875
4083000	21875
4084000	21875
4085000	20312
4086000	21875
4087000	21875
4088000	20312
4089000	21875
4090000	21875
4091000	21875
4092000	21875
4093000	21875
4094000	21875
4095000	21875
4096000	20312
4097000	21875
4098000	21875
4099000	21875
4100000	20312
4101000	21875
4102000	21875
4103000	20312
4104000	21875
4105000	20312
4106000	21875
4107000	21875
4108000	18750
4109000	20312
4110000	21875
4111000	21875
4112000	20312
4113000	21875
4114000	21875
4115000	21875
4116000	20312
4117000	21875
4118000	21875
4119000	21875
4120000	21875
4121000	20312
4122000	21875
4123000	21875
4124000	20312
4125000	21875
4126000	21875
4127000	21875
4128000	21875
4129000	21875
4130000	21875
4131000	21875
4132000	25000
4133000	20312
4134000	21875
4135000	21875
4136000	21875
4137000	21875
4138000	21875
4139000	20312
4140000	21875
4141000	21875
4142000	21875
4143000	21875
4144000	21875
4145000	21875
4146000	21875
4147000	21875
